Protein,p_value,q_value,fold_change
sp|P28007|GAR1_YEAST,0.6115287504906951,1.0,0.22007023353169686
sp|P32628|RAD23_YEAST,0.02079935447919337,1.0,0.8214618696914566
sp|P08566|ARO1_YEAST,0.5508128224399882,1.0,-0.26842274394422616
sp|P29311|BMH1_YEAST,0.04020917921113836,1.0,0.3490704387714783
sp|P04806|HXKA_YEAST,0.22902355530140486,1.0,-0.32251560369901355
sp|P16474|BIP_YEAST,0.9795005460507763,1.0,-0.23919913377485727
sp|P53909|ADE_YEAST,0.8582536161789726,1.0,-0.3724875443769832
sp|P40010|NUG1_YEAST,0.30999104845683284,1.0,0.049850173245788554
sp|P51402|RL37B_YEAST,0.5647907999425095,1.0,-0.14202562691999532
sp|Q08245|ZEO1_YEAST,0.21574616474172742,1.0,0.1918220505494645
sp|P20051|PYRC_YEAST,0.16092695763892637,1.0,-0.056752592881539776
sp|P02829|HSP82_YEAST,0.15459835693235843,1.0,0.49171522937450557
sp|Q12363|WTM1_YEAST,0.2660659014246979,1.0,0.11840826148790769
sp|P39676|FHP_YEAST,0.32988757589648243,1.0,0.350217842720853
sp|P27692|SPT5_YEAST,0.11883750126663839,1.0,0.09649153392915633
sp|P15108|HSC82_YEAST,0.25943297993081144,1.0,0.30911895557732855
sp|P22146|GAS1_YEAST,0.1667232012494475,1.0,0.27601893780080433
sp|P07283|PMM_YEAST,0.010157391298851341,0.8481322620725681,0.07882156517019023
sp|P12709|G6PI_YEAST,0.28775887161046854,1.0,0.06993106749533287
sp|Q12230|LSP1_YEAST,0.690917394684077,1.0,-0.014030531620934993
sp|P39522|ILV3_YEAST,0.0009484195740471793,0.15838421796775723,0.8945051711924654
sp|Q12178|FCY1_YEAST,0.10808575258428961,1.0,0.34731401676357027
sp|P21954|IDHP_YEAST,0.3408517140095471,1.0,-0.3867094219386941
sp|P39533|ACON2_YEAST,0.21535360525519798,1.0,0.13198316825687506
sp|P09436|SYIC_YEAST,0.9780904822442075,1.0,-0.2500112002439795
sp|P14020|DPM1_YEAST,0.2209808977116435,1.0,0.125493598092174
sp|P31373|CYS3_YEAST,0.8471287677852531,1.0,-0.06593237309535281
sp|P53141|MLC1_YEAST,0.40157800476799455,1.0,-0.058039351066715504
sp|P05030|PMA1_YEAST,0.37362250162639393,1.0,-0.22601191948668978
sp|Q01532|BLH1_YEAST,0.5212160621653743,1.0,-0.07648522326118226
sp|P40495|LYS12_YEAST,0.05278794209500778,1.0,-0.03804734237714117
sp|P25567|SRO9_YEAST,0.500446176836035,1.0,-0.03313308454171526
sp|P32476|ERG1_YEAST,0.9992526087376337,1.0,-1.6148955335238924
sp|P36049|EBP2_YEAST,0.27678724443326125,1.0,-0.7341790701000801
sp|P37291|GLYC_YEAST,0.7009503856454655,1.0,-0.07612449655430265
P10599ups|THIO_HUMAN_UPS,0.00012295762922530208,0.03490726300634667,2.0180688077756863
sp|P00830|ATPB_YEAST,0.0059245509331777736,0.5799863290780968,-0.05346092334219108
sp|Q03195|RLI1_YEAST,0.44290464758421344,1.0,0.1383836461238607
sp|P16861|PFKA1_YEAST,0.8521550050911738,1.0,-0.11387848479185976
sp|P32074|COPG_YEAST,0.6065256570627767,1.0,0.02681563192814873
sp|P38011|GBLP_YEAST,0.22575875122028669,1.0,0.11852849448706738
sp|P07263|SYH_YEAST,0.8340971755092442,1.0,-0.04535413580285782
sp|P15454|KGUA_YEAST,0.6444454978606965,1.0,-0.08140912652311916
sp|P40825|SYA_YEAST,0.17012802710075162,1.0,-0.08424195828442997
sp|P32589|HSP7F_YEAST,0.00015288012349935531,0.03945650896209545,0.10157835729676752
sp|P26786|RS7A_YEAST,0.44830028821045365,1.0,-0.12647079167870173
sp|P22803|TRX2_YEAST,0.6973198653536123,1.0,0.04521992328488533
sp|P16862|PFKA2_YEAST,0.15468708877424492,1.0,0.10512646873603612
sp|P05739|RL6B_YEAST,0.20371748458771793,1.0,-0.04443672759298867
sp|Q12068|GRE2_YEAST,0.16806768328757024,1.0,0.19732775146602263
sp|P32527|ZUO1_YEAST,0.17275445883324633,1.0,-0.04648984583655707
sp|P37292|GLYM_YEAST,0.2825847520721803,1.0,0.01975575291330421
sp|P49089|ASNS1_YEAST,0.7259603290664869,1.0,-0.24341634887956232
sp|P22203|VATE_YEAST,0.0932334883514737,1.0,0.4324677209750467
sp|P26321|RL5_YEAST,0.0832280551982493,1.0,0.3048974670856059
sp|P53221|RL26B_YEAST,0.02147144101173838,1.0,0.7592874254628068
sp|P15705|STI1_YEAST,0.018111628924408565,1.0,-0.05073813337414812
sp|P25045|LCB1_YEAST,0.918160393114825,1.0,-0.6458270602756286
sp|Q03940|RUVB1_YEAST,0.43896819312916247,1.0,-0.37118530076698636
sp|Q00245|RHO3_YEAST,0.8584742462448683,1.0,-1.0455954808353993
P01375ups|TNFA_HUMAN_UPS,0.0012100947141147113,0.19630964266463533,2.5554745318711145
sp|P17255|VATA_YEAST,0.2223544631440451,1.0,-0.041169099748788796
sp|Q99258|RIB3_YEAST,0.4120528916144292,1.0,0.12853852990880554
sp|Q12189|RPIA_YEAST,0.06178149189921619,1.0,0.5835430332668661
sp|P00815|HIS2_YEAST,0.5885076930103155,1.0,-0.05004548016078852
sp|P34216|EDE1_YEAST,0.004388128054261012,0.48853921424298025,0.976896285946006
sp|P23641|MPCP_YEAST,0.22012484926113626,1.0,0.724700695179854
sp|P19097|FAS2_YEAST,0.11900912858616793,1.0,0.10264466390420811
sp|P32379|PSA5_YEAST,0.5338027589621421,1.0,-0.08979566856624288
sp|P32499|NUP2_YEAST,0.04910585689191602,1.0,0.18445330853688574
sp|P35844|KES1_YEAST,0.35594538123123226,1.0,-0.4222408708191409
sp|P06105|SC160_YEAST,0.016521978418586578,1.0,-0.02210570758488532
P04040ups|CATA_HUMAN_UPS,5.793701687845528e-05,0.022489292027906047,2.6026511127709293
sp|P00817|IPYR_YEAST,0.32025210778414964,1.0,-0.16327422301232664
sp|P36136|SHB17_YEAST,0.16524693336403953,1.0,-0.1606615086487171
sp|P11745|RNA1_YEAST,0.0919114967927549,1.0,0.12012455107796782
P02787ups|TRFE_HUMAN_UPS,7.336764849732562e-06,0.01719850550428194,2.4075127020530145
sp|P00931|TRP_YEAST,0.20879383786649214,1.0,-0.07303332595341643
sp|P06787|CALM_YEAST,0.5735537972072837,1.0,-0.23266880516849825
sp|P22137|CLH_YEAST,0.008835150569073375,0.7717753644918027,0.1687975587842745
sp|P36008|EF1G2_YEAST,0.09574175074594216,1.0,-0.04676645159887336
sp|P04840|VDAC1_YEAST,0.6136663337109369,1.0,-0.003170586965856259
sp|P21734|UBC1_YEAST,0.885586997259469,1.0,-0.2388353192650503
sp|P04456|RL25_YEAST,0.7338281418004168,1.0,-0.09562626602815953
sp|P32802|TMN1_YEAST,0.900545063477755,1.0,0.09797764163504397
sp|P06169|PDC1_YEAST,0.7834980183098197,1.0,0.03832095767993466
sp|P39729|RBG1_YEAST,0.34203770637617725,1.0,0.30246991637955123
sp|P41940|MPG1_YEAST,0.013336171903214435,0.9734177023356294,0.5164401319364086
sp|P07246|ADH3_YEAST,0.9689729706898901,1.0,-0.21799103190054722
sp|P53981|YNB0_YEAST,0.1904238345769413,1.0,0.3647756569249309
sp|P16649|TUP1_YEAST,0.16455987758181823,1.0,0.452569423298464
sp|P60010|ACT_YEAST,0.32887648421469623,1.0,-0.06561864063651944
sp|Q12305|RDL1_YEAST,0.01093972682053007,0.8748597606010503,1.008810643390328
sp|P32599|FIMB_YEAST,0.7383968554865616,1.0,0.026380095796881164
sp|P20449|DBP5_YEAST,0.7174870122249195,1.0,-0.25196543869917615
sp|P36015|YKT6_YEAST,0.00232399211752325,0.3141779295076255,0.5270140771436657
P01031ups|CO5_HUMAN_UPS,0.00035066847837167316,0.0765797058565206,2.2633161721111947
sp|P00560|PGK_YEAST,0.21146916407549793,1.0,-0.13252362728052375
sp|P21576|VPS1_YEAST,0.8117465924297272,1.0,-0.5285092823728526
sp|P03965|CARB_YEAST,0.10379039654392874,1.0,0.2811785354767526
sp|Q12447|PAA1_YEAST,0.18073788919248462,1.0,-0.12074189174113137
sp|P33399|LHP1_YEAST,0.02340097005817829,1.0,0.578869313069822
sp|P09440|C1TM_YEAST,0.17318160936527396,1.0,0.5003805832489072
sp|Q06053|DUS3_YEAST,0.0017094752945314067,0.2488791613702853,1.758802583369948
sp|P25694|CDC48_YEAST,0.1273184607296513,1.0,0.34042571222478996
sp|P49367|LYS4_YEAST,0.780719763317727,1.0,-0.8307352021761218
sp|P17505|MDHM_YEAST,0.13524483483482794,1.0,0.18395915165488286
sp|P41805|RL10_YEAST,0.03899360200182007,1.0,0.1805566120819681
sp|P13663|DHAS_YEAST,0.6522063659319108,1.0,-0.4021633316230384
sp|P53334|SCW4_YEAST,0.2238963615929351,1.0,0.053075668381799446
sp|P16521|EF3A_YEAST,0.06768335123752837,1.0,-0.035918395758752025
sp|P10614|CP51_YEAST,0.8313747821366821,1.0,-0.027284092968346663
sp|P14832|CYPH_YEAST,0.02593112834481992,1.0,0.30762987205520403
sp|P02992|EFTU_YEAST,0.7205922532754112,1.0,0.01742534592668421
sp|P05750|RS3_YEAST,0.5327064643836487,1.0,0.1037593106356765
sp|P14126|RL3_YEAST,0.0769942744598872,1.0,0.19055967608559143
sp|P38281|APD1_YEAST,0.670523511540773,1.0,-0.5563126423855307
sp|P26785|RL16B_YEAST,0.10030398803455318,1.0,0.15071664663448597
sp|P24280|SEC14_YEAST,0.7618459621974035,1.0,-0.034181672324940085
sp|P47089|DENR_YEAST,0.1009801150979702,1.0,0.6334828301434161
P00441ups|SODC_HUMAN_UPS,9.81066437450112e-05,0.030946834083813747,2.2983697905760567
sp|P36010|NDK_YEAST,0.74154521298365,1.0,-0.08473699170059223
sp|Q12692|H2AZ_YEAST,0.4477536087217653,1.0,-0.07134523366057503
sp|Q05911|PUR8_YEAST,0.9067723790193268,1.0,-0.16097114892579847
sp|P36160|RPF2_YEAST,0.3942297304978424,1.0,0.1764837315065281
sp|P05317|RLA0_YEAST,0.29061843230461776,1.0,0.22238669651476295
sp|P38288|TOS1_YEAST,0.8110914077436355,1.0,-0.7030768922597632
sp|P15646|FBRL_YEAST,0.37610319857211416,1.0,0.06543571210650256
sp|P31382|PMT2_YEAST,0.16612232026748286,1.0,0.021218731179021216
sp|P38682|GLO3_YEAST,0.993492217427189,1.0,-0.5251981117254956
sp|P07991|OAT_YEAST,0.012560873316014916,0.9384184899475656,0.11623049842323437
sp|P15625|SYFA_YEAST,0.1931346629796561,1.0,0.431680497768754
sp|P07149|FAS1_YEAST,0.06338447034459556,1.0,0.04994895430148111
sp|P38912|IF1A_YEAST,0.2935298499485702,1.0,-0.048740374057474334
sp|P00360|G3P1_YEAST,0.336663765794499,1.0,0.1193733147724565
sp|P06634|DED1_YEAST,0.6533717051918496,1.0,-0.13350012992344432
sp|P33331|NTF2_YEAST,0.39810739350644625,1.0,0.03556214956273962
sp|P32352|ERG2_YEAST,0.12217301346579511,1.0,0.12624382436322712
sp|P05756|RS13_YEAST,0.357229509279337,1.0,-0.0028001434824429516
sp|P32791|FRE1_YEAST,0.1665874224289477,1.0,-0.10464928829372866
sp|P38219|OLA1_YEAST,0.13602965298043596,1.0,0.17236922903456697
sp|Q12460|NOP56_YEAST,0.7291522823242795,1.0,0.13453834515233698
sp|P37838|NOP4_YEAST,0.9332632057671483,1.0,-1.1049177707224027
sp|P32481|IF2G_YEAST,0.7725813110910801,1.0,0.08401624238213655
sp|P32497|EIF3C_YEAST,0.005344672387511015,0.5419052710883354,0.28793915344232235
sp|P07264|LEUC_YEAST,0.524646271848821,1.0,-0.8861164772238871
sp|P48589|RS12_YEAST,0.2739291187856326,1.0,-0.0731755418175215
sp|P42943|TCPH_YEAST,0.35200169146694804,1.0,-0.41336695035178533
sp|P31116|DHOM_YEAST,0.7195968031044244,1.0,0.10927279176664051
sp|P32263|P5CR_YEAST,0.9922341956662525,1.0,-0.33071695301022996
sp|Q04697|GSF2_YEAST,0.40281755447591405,1.0,-0.2968255216827146
sp|Q12109|SYWC_YEAST,0.2857508509507784,1.0,-0.889850452853211
sp|P40069|IMB4_YEAST,0.1700426472698952,1.0,0.09009125671860797
sp|P47068|BBC1_YEAST,0.3442312162799839,1.0,0.006079000820874351
sp|P38879|NACA_YEAST,0.1758032206345158,1.0,0.028808787120065103
sp|P16140|VATB_YEAST,0.1990967384257373,1.0,0.061041615432647835
sp|P00924|ENO1_YEAST,0.18920897047663943,1.0,0.22422458092915706
sp|P00927|THDH_YEAST,0.5866978962351032,1.0,0.08535169736415758
sp|P32771|FADH_YEAST,0.7252580406487047,1.0,-0.7048517910949359
sp|Q04947|RTN1_YEAST,0.8425044050016004,1.0,-0.12298916683499428
sp|P36051|MCD4_YEAST,0.2797693588871716,1.0,0.04191670429300709
sp|P53261|PESC_YEAST,0.1262196478464312,1.0,0.06211058317941592
sp|P49723|RIR4_YEAST,0.14196220026815526,1.0,0.12579303947213277
sp|P00950|PMG1_YEAST,0.06448363840018424,1.0,0.3218958728944316
sp|P00498|HIS1_YEAST,0.35833030635414204,1.0,0.15364828585142595
sp|P07259|PYR1_YEAST,0.33753297672884847,1.0,-0.004085393721436228
sp|P07245|C1TC_YEAST,0.8070474589467896,1.0,-0.13734883302177836
sp|P26783|RS5_YEAST,0.6338742086226464,1.0,0.008193209082312247
sp|P30624|LCF1_YEAST,0.0294015947109874,1.0,0.5948338876969105
sp|P33330|SERC_YEAST,0.21571592763022943,1.0,0.12648244967889818
sp|Q03532|HAS1_YEAST,0.23188479910774693,1.0,-0.07131501224157688
sp|P39015|STM1_YEAST,0.47487485850248723,1.0,0.06945689732879447
sp|P07274|PROF_YEAST,0.29189086514679385,1.0,-0.7785183161119846
sp|P21524|RIR1_YEAST,0.6409721630493199,1.0,0.09995413589557127
sp|P25443|RS2_YEAST,0.04487558700946457,1.0,0.14867687290334172
sp|P43603|LSB3_YEAST,0.2928094242783805,1.0,-0.2157362946260104
sp|P14906|SEC63_YEAST,0.4939608852203815,1.0,0.20401657475518897
sp|P29547|EF1G1_YEAST,0.5635510106867245,1.0,-0.04775338983569055
sp|P22138|RPA2_YEAST,0.8765589416993211,1.0,-0.035265519106524756
sp|P40518|ARPC5_YEAST,0.9781493044594032,1.0,-0.8322994561498067
sp|P17536|TPM1_YEAST,0.9412788815146274,1.0,-0.7730125290411526
sp|P29453|RL8B_YEAST,0.3548538790434021,1.0,0.07179306629904285
sp|Q08954|YP199_YEAST,0.23209725068868867,1.0,-1.0004930802689822
P06732ups|KCRM_HUMAN_UPS,9.08702350556817e-06,0.01719850550428194,2.9533721294620365
sp|Q12458|YPR1_YEAST,0.906388464265409,1.0,-1.2862585503838213
sp|P40482|SEC24_YEAST,0.2803647741692876,1.0,0.1898042262905637
sp|P39976|DLD3_YEAST,0.8569987462480644,1.0,-0.8417957994253886
sp|P45978|SCD6_YEAST,0.06962865204290329,1.0,0.018013440912919787
sp|Q12207|NCE2_YEAST,0.0008891778012904527,0.1529906835170805,1.0188144157897234
sp|P05453|ERF3_YEAST,0.26827145749097486,1.0,0.12484815591285729
sp|P42842|EMW1_YEAST,0.04390363795069564,1.0,1.1717695337567706
sp|P47120|DOHH_YEAST,0.09124646870793487,1.0,0.07157311288930122
sp|P37303|GLY1_YEAST,0.6516279625100712,1.0,-0.5395555796253095
sp|P37898|AAP1_YEAST,0.10037142005526274,1.0,0.20775554262715668
sp|P38787|PANE_YEAST,0.9347652822978862,1.0,-0.7928197969043835
sp|P39105|PLB1_YEAST,0.44465618935219486,1.0,0.1747556698065953
sp|Q12314|SFM1_YEAST,0.19578807351036243,1.0,0.07005140433413803
sp|Q08971|YP225_YEAST,0.8476896402521419,1.0,-0.9964133530534826
sp|P04076|ARLY_YEAST,0.3756725886290573,1.0,-0.714646190993149
sp|P22147|XRN1_YEAST,0.378657152941542,1.0,-0.12395515325839135
sp|P39954|SAHH_YEAST,0.12054290828673707,1.0,0.09266768690577804
sp|P0CS90|HSP77_YEAST,0.6164451908819588,1.0,0.018211652117333308
sp|P04801|SYTC_YEAST,0.025991387344361745,1.0,0.10520617734412296
sp|P16120|THRC_YEAST,0.7009843886216067,1.0,-0.11992957483544428
P62937ups|PPIA_HUMAN_UPS,1.6426699339733687e-05,0.018653941777864697,1.8072403459646473
sp|P32386|YBT1_YEAST,0.1409657276194782,1.0,0.20974405968980464
sp|P38701|RS20_YEAST,0.533270451637595,1.0,-0.06272830929820605
sp|Q05506|SYRC_YEAST,0.05784498568803214,1.0,-0.07262657163647925
sp|P06103|EIF3B_YEAST,0.8352706188278057,1.0,-0.7124569341396053
sp|Q12464|RUVB2_YEAST,0.9184471758201187,1.0,-0.6456836216025698
sp|P53834|HCH1_YEAST,0.1608916113525307,1.0,-0.08938560596625322
sp|P53914|NAT10_YEAST,0.8362860832263421,1.0,-0.26795759316712625
sp|P01120|RAS2_YEAST,0.2941789650531019,1.0,-0.03701041987495923
sp|P38061|RL32_YEAST,0.7459871578092807,1.0,-0.11600517382405329
sp|Q06106|MRD1_YEAST,0.6225564459861528,1.0,-0.6336165109115566
sp|Q08962|NIP7_YEAST,0.5192377194197171,1.0,-0.9853278422514737
sp|P34167|IF4B_YEAST,0.36901782694388946,1.0,-0.1524625175656437
sp|P25294|SIS1_YEAST,0.21065756009999093,1.0,0.11653915427001967
sp|P48570|HOSC_YEAST,0.8565047384126193,1.0,-0.32827238170996864
sp|Q04062|RPN9_YEAST,0.6931953867067948,1.0,-0.24877064706331117
sp|P13586|ATC1_YEAST,0.005238229349512767,0.5419052710883354,1.7368274836580637
sp|Q06440|CORO_YEAST,0.2661125882293163,1.0,0.12222399462062183
sp|P38248|ECM33_YEAST,0.03738036682898698,1.0,0.059946315163393514
sp|P38688|SRP72_YEAST,0.8151719929922228,1.0,-0.25377229230271503
sp|P33892|GCN1_YEAST,0.22060680454193926,1.0,0.07214839277781397
sp|P14120|RL30_YEAST,0.0799193201425011,1.0,0.30271877420953963
sp|Q01560|NOP3_YEAST,0.3994572351705733,1.0,-0.305038978260173
sp|P32471|EF1B_YEAST,0.044185128753301287,1.0,-0.00330030372839758
sp|P07702|LYS2_YEAST,0.5635289616145327,1.0,-0.09642311049403791
sp|P40413|TCPE_YEAST,0.5224628017500192,1.0,-0.4288613483708184
sp|P36421|SYYC_YEAST,0.13729495021979699,1.0,0.2758595687961414
sp|P10592|HSP72_YEAST,0.3287673003457173,1.0,-0.11415879383174447
sp|P38250|IST2_YEAST,0.146359330969947,1.0,-0.20942791222600698
P01127ups|PDGFB_HUMAN_UPS,7.192817670005721e-05,0.025525213415541363,2.06362671436843
sp|P00925|ENO2_YEAST,0.0514172039585907,1.0,0.12572517120807317
sp|P38205|NCL1_YEAST,0.4593382869566175,1.0,0.11595336622683257
sp|P25296|CANB_YEAST,0.199663047120393,1.0,0.11030152854854158
sp|P39929|SNF7_YEAST,0.6021010907990052,1.0,0.1573967045566711
sp|P38625|GUAA_YEAST,0.05015928210641665,1.0,-0.0887892164103483
sp|P07806|SYV_YEAST,0.43577263511548936,1.0,-0.000403596754902546
sp|P10659|METK1_YEAST,0.6082666690390395,1.0,0.008398668973813509
sp|P41277|GPP1_YEAST,0.0062887573220264765,0.5975442569353645,0.3369896893698889
sp|P38009|PUR92_YEAST,0.1324521075243656,1.0,0.1831825221534153
sp|P54839|HMCS_YEAST,0.08830973745003218,1.0,0.025524637512884852
sp|P46989|ATG27_YEAST,0.988874733998111,1.0,-0.8300626028594529
sp|P15891|ABP1_YEAST,0.7907716453270006,1.0,-0.2099330628772787
sp|P32445|RIM1_YEAST,0.8723957862985879,1.0,-0.1895888981928048
sp|P40893|REE1_YEAST,0.48672194030725735,1.0,0.17574364260297104
sp|P49167|RL38_YEAST,0.4595042099717316,1.0,-0.07440460637010293
sp|P49626|RL4B_YEAST,0.3398027837891662,1.0,-0.07852430654844689
sp|P19414|ACON_YEAST,0.07077687151199362,1.0,0.21605095482212117
P02788ups|TRFL_HUMAN_UPS,0.00024322616612800375,0.057542584686484675,3.351009981477299
P02753ups|RETBP_HUMAN_UPS,4.333703274368477e-05,0.022489292027906047,2.339073732098241
sp|P38431|IF5_YEAST,0.3739001525818413,1.0,0.0840720229867152
sp|Q01855|RS15_YEAST,0.6190120958859768,1.0,0.033922568039081114
sp|P32563|VPH1_YEAST,0.20501003307730584,1.0,0.1514372389265617
sp|P32861|UGPA1_YEAST,0.4777385163419111,1.0,0.17679651319363998
P99999ups|CYC_HUMAN_UPS,0.00013583110768741454,0.03672571507810399,2.0680952809531337
sp|P33302|PDR5_YEAST,0.6964900730469024,1.0,-0.015765573501988504
sp|P39078|TCPD_YEAST,0.8809539920974874,1.0,-0.14648168566957706
sp|Q06631|BFR2_YEAST,0.05790648743964019,1.0,0.5801499227506595
sp|P25382|NLE1_YEAST,0.7273167283843858,1.0,-0.7497283396077732
sp|P34241|URB1_YEAST,0.3909342003935377,1.0,0.23550058416830222
sp|P53295|RBG2_YEAST,0.7778868840988423,1.0,-0.08370774827652856
sp|P07560|SEC4_YEAST,0.3897540007664607,1.0,-0.029104303789917314
sp|P43555|EMP47_YEAST,0.04710009740626719,1.0,0.1732062460021524
P02144ups|MYG_HUMAN_UPS,1.2512757357086743e-05,0.017761651503465422,2.6459833135551594
sp|P23585|HXT2_YEAST,0.39236642058693394,1.0,0.4406496436981824
